Time,borFie.TBorAve
2286000,283.431
2289600,283.45602
2293200,283.48386
2296800,283.5046
2300400,283.51666
2304000,283.5186
2307600,283.51822
2311200,283.50027
2314800,283.49713
2318400,283.56326
2322000,283.59494
2325600,283.59732
2329200,283.5928
2332800,283.58713
2336400,283.58167
2340000,283.5778
2343600,283.57504
2347200,283.57266
2350800,283.57034
2354400,283.56754
2358000,283.47458
2361600,283.33737
2365200,283.38943
2368800,283.4485
2372400,283.48276
2376000,283.51505
2379600,283.55014
2383200,283.57974
2386800,283.60495
2390400,283.6149
2394000,283.61563
2397600,283.60934
2401200,283.61377
2404800,283.6597
2408400,283.6868
2412000,283.69086
2415600,283.68607
2419200,283.6797
2422800,283.67236
2426400,283.663
2430000,283.65216
2433600,283.64105
2437200,283.62955
2440800,283.6179
2444400,283.51743
2448000,283.3739
2451600,283.42026
2455200,283.47064
2458800,283.49124
2462400,283.50995
2466000,283.5304
2469600,283.548
2473200,283.56317
2476800,283.57272
2480400,283.58087
2484000,283.57755
2487600,283.58374
2491200,283.6372
2494800,283.67157
2498400,283.68192
2502000,283.67944
2505600,283.6732
2509200,283.6646
2512800,283.65384
2516400,283.6425
2520000,283.63156
2523600,283.62073
2527200,283.61032
2530800,283.60004
2534400,283.58908
2538000,283.5818
2541600,283.58746
2545200,283.60394
2548800,283.61847
2552400,283.63037
2556000,283.64072
2559600,283.64743
2563200,283.64453
2566800,283.63077
2570400,283.61243
2574000,283.59503
2577600,283.58038
2581200,283.56772
2584800,283.5562
2588400,283.5453
2592000,283.53488
2595600,283.52643
2599200,283.5204
2602800,283.51492
2606400,283.50888
2610000,283.50293
2613600,283.49698
2617200,283.49084
2620800,283.4857
2624400,283.48657
2628000,283.50168
2631600,283.5301
2635200,283.55957
2638800,283.57996
2642400,283.5868
2646000,283.58148
2649600,283.56992
2653200,283.5552
2656800,283.5386
2660400,283.52258
2664000,283.50897
2667600,283.49817
2671200,283.48932
2674800,283.482
2678400,283.47592
2682000,283.47125
2685600,283.46796
2689200,283.46545
2692800,283.4639
2696400,283.46323
2700000,283.46304
2703600,283.37173
2707200,283.235
2710800,283.29413
2714400,283.3647
2718000,283.40506
2721600,283.43726
2725200,283.46588
2728800,283.48776
2732400,283.50934
2736000,283.52472
2739600,283.53287
2743200,283.5253
2746800,283.53146
2750400,283.5875
2754000,283.62485
2757600,283.638
2761200,283.63602
2764800,283.63037
2768400,283.6252
2772000,283.62067
2775600,283.6168
2779200,283.61386
2782800,283.61148
2786400,283.6089
2790000,283.51282
2793600,283.37054
2797200,283.42175
2800800,283.47772
2804400,283.51013
2808000,283.53656
2811600,283.5614
2815200,283.58228
2818800,283.59943
2822400,283.61066
2826000,283.61725
2829600,283.61258
2833200,283.61694
2836800,283.65976
2840400,283.68808
2844000,283.69666
2847600,283.6922
2851200,283.68454
2854800,283.67755
2858400,283.67184
2862000,283.6667
2865600,283.66183
2869200,283.65613
2872800,283.64883
2876400,283.54883
2880000,283.40433
2883600,283.45358
2887200,283.50778
2890800,283.5384
2894400,283.56378
2898000,283.58734
2901600,283.60684
2905200,283.62402
2908800,283.637
2912400,283.6462
2916000,283.64655
2919600,283.65332
2923200,283.69177
2926800,283.72128
2930400,283.74094
2934000,283.7507
2937600,283.75333
2941200,283.7525
2944800,283.7507
2948400,283.74875
2952000,283.74664
2955600,283.7442
2959200,283.74188
2962800,283.64886
2966400,283.50964
2970000,283.55582
2973600,283.60483
2977200,283.63303
2980800,283.65457
2984400,283.6737
2988000,283.6928
2991600,283.71906
2995200,283.7415
2998800,283.7486
3002400,283.7449
3006000,283.7471
3009600,283.7721
3013200,283.79205
3016800,283.80716
3020400,283.81836
3024000,283.82486
3027600,283.8258
3031200,283.82227
3034800,283.81622
3038400,283.80914
3042000,283.80197
3045600,283.79498
3049200,283.69907
3052800,283.55923
3056400,283.60205
3060000,283.64432
3063600,283.66235
3067200,283.67334
3070800,283.68253
3074400,283.6874
3078000,283.68826
3081600,283.684
3085200,283.68127
3088800,283.67935
3092400,283.68793
3096000,283.72882
3099600,283.7574
3103200,283.7706
3106800,283.772
3110400,283.7667
3114000,283.75626
3117600,283.74548
3121200,283.73657
3124800,283.72968
3128400,283.72507
3132000,283.71838
3135600,283.7085
3139200,283.70084
3142800,283.70294
3146400,283.7204
3150000,283.74823
3153600,283.77612
3157200,283.79504
3160800,283.80597
3164400,283.8171
3168000,283.82495
3171600,283.82092
3175200,283.80405
3178800,283.78412
3182400,283.76697
3186000,283.75366
3189600,283.74313
3193200,283.7355
3196800,283.73038
3200400,283.72623
3204000,283.72086
3207600,283.7119
3211200,283.70074
3214800,283.6887
3218400,283.67456
3222000,283.65808
3225600,283.6421
3229200,283.6302
3232800,283.6237
3236400,283.62265
3240000,283.6249
3243600,283.6321
3247200,283.6433
3250800,283.64667
3254400,283.6361
3258000,283.6177
3261600,283.5973
3265200,283.57748
3268800,283.56
3272400,283.54544
3276000,283.5333
3279600,283.5228
3283200,283.51343
3286800,283.50534
3290400,283.49878
3294000,283.49344
3297600,283.4884
3301200,283.48288
3304800,283.47656
3308400,283.37976
3312000,283.2382
3315600,283.29297
3319200,283.36462
3322800,283.4054
3326400,283.4412
3330000,283.47922
3333600,283.51144
3337200,283.53445
3340800,283.54102
3344400,283.53928
3348000,283.52383
3351600,283.5244
3355200,283.58032
3358800,283.60434
3362400,283.59885
3366000,283.58618
3369600,283.57266
3373200,283.55875
3376800,283.54562
3380400,283.53452
3384000,283.52563
3387600,283.51794
3391200,283.50943
3394800,283.40878
3398400,283.2644
3402000,283.3141
3405600,283.36942
3409200,283.391
3412800,283.4122
3416400,283.43808
3420000,283.46072
3423600,283.48218
3427200,283.49792
3430800,283.5074
3434400,283.49976
3438000,283.50375
3441600,283.5603
3445200,283.58636
3448800,283.5832
3452400,283.57297
3456000,283.56317
3459600,283.5535
3463200,283.54272
3466800,283.53012
3470400,283.51724
3474000,283.50427
3477600,283.49
3481200,283.3884
3484800,283.24652
3488400,283.297
3492000,283.35367
3495600,283.37762
3499200,283.40262
3502800,283.43573
3506400,283.46768
3510000,283.49405
3513600,283.5083
3517200,283.51514
3520800,283.5091
3524400,283.51328
3528000,283.56442
3531600,283.5859
3535200,283.58035
3538800,283.5663
3542400,283.54877
3546000,283.53134
3549600,283.51614
3553200,283.50317
3556800,283.49265
3560400,283.4859
3564000,283.4815
3567600,283.38724
3571200,283.25
3574800,283.30844
3578400,283.37558
3582000,283.41165
3585600,283.4469
3589200,283.48322
3592800,283.51077
3596400,283.53195
3600000,283.53928
3603600,283.53894
3607200,283.5309
3610800,283.5348
3614400,283.58334
3618000,283.60526
3621600,283.59723
3625200,283.5799
3628800,283.56174
3632400,283.54303
3636000,283.52502
3639600,283.508
3643200,283.49194
3646800,283.47778
3650400,283.46426
3654000,283.3597
3657600,283.20868
3661200,283.25623
3664800,283.32056
3668400,283.35074
3672000,283.3878
3675600,283.43008
3679200,283.46814
3682800,283.50394
3686400,283.52136
3690000,283.52365
3693600,283.51535
3697200,283.51862
3700800,283.56403
3704400,283.57816
3708000,283.564
3711600,283.54282
3715200,283.5225
3718800,283.50375
3722400,283.4852
3726000,283.4667
3729600,283.44785
3733200,283.42917
3736800,283.4129
3740400,283.39838
3744000,283.3864
3747600,283.39407
3751200,283.43118
3754800,283.47675
3758400,283.52048
3762000,283.5567
3765600,283.58603
3769200,283.61002
3772800,283.62842
3776400,283.635
3780000,283.62134
3783600,283.59033
3787200,283.55634
3790800,283.52594
3794400,283.50003
3798000,283.4774
3801600,283.4565
3805200,283.43704
3808800,283.41998
3812400,283.40414
3816000,283.388
3819600,283.3715
3823200,283.356
3826800,283.3416
3830400,283.33206
3834000,283.3446
3837600,283.38824
3841200,283.44363
3844800,283.4981
3848400,283.5434
3852000,283.58017
3855600,283.6082
3859200,283.62396
3862800,283.62326
3866400,283.6029
3870000,283.56998
3873600,283.54288
3877200,283.52267
3880800,283.506
3884400,283.48895
3888000,283.47214
3891600,283.4581
3895200,283.44678
3898800,283.43774
3902400,283.43033
3906000,283.42395
3909600,283.41824
3913200,283.32254
3916800,283.1817
3920400,283.2367
3924000,283.30368
3927600,283.33365
3931200,283.3564
3934800,283.37982
3938400,283.39804
3942000,283.41513
3945600,283.42538
3949200,283.4301
3952800,283.41443
3956400,283.41376
3960000,283.4791
3963600,283.51083
3967200,283.51154
3970800,283.50427
3974400,283.49634
3978000,283.49033
3981600,283.48676
3985200,283.48395
3988800,283.4811
3992400,283.47864
3996000,283.47723
3999600,283.38605
4003200,283.25052
4006800,283.3065
4010400,283.3716
4014000,283.4171
4017600,283.46027
4021200,283.5034
4024800,283.53958
4028400,283.578
4032000,283.60236
4035600,283.60574
4039200,283.5947
4042800,283.59372
4046400,283.62823
4050000,283.6522
4053600,283.66125
4057200,283.65887
4060800,283.6512
4064400,283.64264
4068000,283.6345
4071600,283.6269
4075200,283.62012
4078800,283.61145
4082400,283.59586
4086000,283.48578
4089600,283.33426
4093200,283.37738
4096800,283.42688
4100400,283.44745
4104000,283.46216
4107600,283.48004
4111200,283.49948
4114800,283.51675
4118400,283.52405
4122000,283.52496
4125600,283.51874
4129200,283.5238
4132800,283.57538
4136400,283.60614
4140000,283.61304
4143600,283.6095
4147200,283.60294
4150800,283.5955
4154400,283.58838
4158000,283.58206
4161600,283.57697
4165200,283.57288
4168800,283.56927
4172400,283.4749
4176000,283.33646
4179600,283.3881
4183200,283.4426
4186800,283.4733
4190400,283.49997
4194000,283.5259
4197600,283.5474
4201200,283.56662
4204800,283.5807
4208400,283.5883
4212000,283.58905
4215600,283.59766
4219200,283.63602
4222800,283.66544
4226400,283.6852
4230000,283.69568
4233600,283.69904
4237200,283.6983
4240800,283.69614
4244400,283.69397
4248000,283.69238
4251600,283.69098
4255200,283.68994
4258800,283.59995
4262400,283.4648
4266000,283.5115
4269600,283.56
4273200,283.5894
4276800,283.61575
4280400,283.63953
4284000,283.65912
4287600,283.68552
4291200,283.70523
4294800,283.71075
4298400,283.70593
4302000,283.7076
4305600,283.73047
4309200,283.74878
4312800,283.7627
4316400,283.77332
4320000,283.7808
4323600,283.78467
4327200,283.7847
4330800,283.78165
4334400,283.77615
4338000,283.7697
4341600,283.7623
4345200,283.75406
4348800,283.7472
4352400,283.74866
4356000,283.76303
4359600,283.78207
4363200,283.79736
4366800,283.80917
4370400,283.81857
4374000,283.82635
4377600,283.83292
4381200,283.8375
4384800,283.83603
4388400,283.8246
4392000,283.80573
4395600,283.7847
4399200,283.7662
4402800,283.75183
4406400,283.74152
4410000,283.73285
4413600,283.72446
4417200,283.717
4420800,283.71045
4424400,283.70422
4428000,283.698
4431600,283.69238
4435200,283.68918
4438800,283.69092
4442400,283.69812
4446000,283.70947
4449600,283.72278
4453200,283.73636
4456800,283.75134
4460400,283.7657
4464000,283.77023
4467600,283.7648
4471200,283.75363
4474800,283.73987
4478400,283.72702
4482000,283.71652
4485600,283.70364
4489200,283.6887
4492800,283.67325
4496400,283.6586
4500000,283.64743
4503600,283.63733
4507200,283.6274
4510800,283.6178
4514400,283.60657
4518000,283.5023
4521600,283.35358
4525200,283.40176
4528800,283.46225
4532400,283.49457
4536000,283.52103
4539600,283.54965
4543200,283.57816
4546800,283.6057
4550400,283.61966
4554000,283.62115
4557600,283.61145
4561200,283.61304
4564800,283.6557
4568400,283.67853
4572000,283.67596
4575600,283.66327
4579200,283.653
4582800,283.64633
4586400,283.63974
4590000,283.63217
4593600,283.62357
4597200,283.61392
4600800,283.60446
4604400,283.50607
4608000,283.36465
4611600,283.41278
4615200,283.46347
4618800,283.48795
4622400,283.50888
4626000,283.5322
4629600,283.55475
4633200,283.57605
4636800,283.5927
4640400,283.6003
4644000,283.59814
4647600,283.60416
4651200,283.64618
4654800,283.67316
4658400,283.6798
4662000,283.6735
4665600,283.66208
4669200,283.64944
4672800,283.63797
4676400,283.627
4680000,283.61646
4683600,283.6063
4687200,283.59625
4690800,283.4967
4694400,283.35428
4698000,283.40298
4701600,283.453
4705200,283.47397
4708800,283.4927
4712400,283.51346
4716000,283.53113
4719600,283.5461
4723200,283.56143
4726800,283.577
4730400,283.58035
4734000,283.59015
4737600,283.63293
4741200,283.66058
4744800,283.66666
4748400,283.65723
4752000,283.64236
4755600,283.62692
4759200,283.61243
4762800,283.59885
4766400,283.58612
4770000,283.57312
4773600,283.56012
4777200,283.4584
4780800,283.31674
4784400,283.3722
4788000,283.43552
4791600,283.47366
4795200,283.52164
4798800,283.5804
4802400,283.61685
4806000,283.6426
4809600,283.6507
4813200,283.64743
4816800,283.6422
4820400,283.64685
4824000,283.67865
4827600,283.70233
4831200,283.7145
4834800,283.71494
4838400,283.70963
4842000,283.7028
4845600,283.69604
4849200,283.6901
4852800,283.68478
4856400,283.67984
4860000,283.67514
4863600,283.5815
4867200,283.44473
4870800,283.49307
4874400,283.5428
4878000,283.57123
4881600,283.59677
4885200,283.61972
4888800,283.6413
4892400,283.67313
4896000,283.70203
4899600,283.71375
4903200,283.70886
4906800,283.71002
4910400,283.73273
4914000,283.7507
4917600,283.76163
4921200,283.76245
4924800,283.75504
4928400,283.74466
4932000,283.73355
4935600,283.7227
4939200,283.71268
4942800,283.70404
4946400,283.69717
4950000,283.6922
4953600,283.69067
4957200,283.6963
4960800,283.71133
4964400,283.73383
4968000,283.757
4971600,283.77463
4975200,283.7863
4978800,283.79184
4982400,283.79092
4986000,283.78342
4989600,283.7722
4993200,283.76065
4996800,283.75006
5000400,283.7405
5004000,283.73117
5007600,283.7212
5011200,283.711
5014800,283.70105
5018400,283.69135
5022000,283.68192
5025600,283.67258
5029200,283.66364
5032800,283.65518
5036400,283.6482
5040000,283.6478
5043600,283.66284
5047200,283.69272
5050800,283.7243
5054400,283.75027
5058000,283.7702
5061600,283.7858
5065200,283.79834
5068800,283.80838
5072400,283.81595
5076000,283.81744
5079600,283.8082
5083200,283.7926
5086800,283.77777
5090400,283.76443
5094000,283.75043
5097600,283.7341
5101200,283.715
5104800,283.6941
5108400,283.6728
5112000,283.6525
5115600,283.63412
5119200,283.61804
5122800,283.5133
5126400,283.36752
5130000,283.42294
5133600,283.49088
5137200,283.52747
5140800,283.55438
5144400,283.57828
5148000,283.5943
5151600,283.60516
5155200,283.61044
5158800,283.61243
5162400,283.60513
5166000,283.6093
5169600,283.65485
5173200,283.68442
5176800,283.692
5180400,283.6846
5184000,283.67322
5187600,283.66266
5191200,283.65366
5194800,283.64542
5198400,283.6377
5202000,283.62973
5205600,283.61975
5209200,283.51697
5212800,283.37344
5216400,283.4278
5220000,283.48508
5223600,283.51245
5227200,283.5369
5230800,283.56924
5234400,283.61087
5238000,283.6611
5241600,283.69308
5245200,283.69904
5248800,283.6863
5252400,283.6824
5256000,283.70984
5259600,283.72778
5263200,283.7288
5266800,283.7163
5270400,283.69977
5274000,283.6818
5277600,283.66455
5281200,283.64847
5284800,283.6337
5288400,283.61957
5292000,283.60608
5295600,283.50375
5299200,283.36188
5302800,283.41843
5306400,283.48077
5310000,283.52078
5313600,283.5788
5317200,283.64957
5320800,283.7052
5324400,283.7605
5328000,283.79468
5331600,283.7967
5335200,283.77875
5338800,283.7699
5342400,283.78085
5346000,283.79062
5349600,283.79602
5353200,283.7935
5356800,283.78366
5360400,283.7702
5364000,283.75522
5367600,283.739
5371200,283.72174
5374800,283.7038
5378400,283.68726
5382000,283.5845
5385600,283.4434
5389200,283.49554
5392800,283.55228
5396400,283.5898
5400000,283.64038
5403600,283.70178
5407200,283.75046
5410800,283.79645
5414400,283.8178
5418000,283.81204
5421600,283.79413
5425200,283.78665
5428800,283.79874
5432400,283.80896
5436000,283.8146
5439600,283.81238
5443200,283.80328
5446800,283.79236
5450400,283.78064
5454000,283.76587
5457600,283.74805
5461200,283.72916
5464800,283.71185
5468400,283.60922
5472000,283.47052
5475600,283.52396
5479200,283.57718
5482800,283.61267
5486400,283.66632
5490000,283.72696
5493600,283.7725
5497200,283.82123
5500800,283.8533
5504400,283.85397
5508000,283.83527
5511600,283.82593
5515200,283.8321
5518800,283.83817
5522400,283.84274
5526000,283.84402
5529600,283.84024
5533200,283.83292
5536800,283.8242
5540400,283.81555
5544000,283.8077
5547600,283.80112
5551200,283.79553
5554800,283.7906
5558400,283.7874
5562000,283.78918
5565600,283.7962
5569200,283.80533
5572800,283.81635
5576400,283.82736
5580000,283.83594
5583600,283.84116
5587200,283.8424
5590800,283.8392
5594400,283.8326
5598000,283.82468
5601600,283.81683
5605200,283.80988
5608800,283.8039
5612400,283.7978
5616000,283.79095
5619600,283.784
5623200,283.7778
5626800,283.7721
5630400,283.76654
5634000,283.76138
5637600,283.75656
5641200,283.75177
5644800,283.74896
5648400,283.75095
5652000,283.7586
5655600,283.77097
5659200,283.78558
5662800,283.79962
5666400,283.81055
5670000,283.81683
5673600,283.8172
5677200,283.81097
5680800,283.8
5684400,283.78793
5688000,283.7767
5691600,283.76654
5695200,283.75748
5698800,283.74927
5702400,283.74164
5706000,283.7349
5709600,283.7289
5713200,283.72238
5716800,283.7147
5720400,283.705
